Game,School,Year,opp_name,same_conf,outcome,pts,opp_pts,home game,height diversity,ethnic diversity,region diversity,class diversity,school diversity,degree diversity,experience with opponent,experience in arena,conference size,conf_wl,opp_games_played,opponent win:loss
17,columbia,2015,Yale,1,-4,59,63,0,0.104938272,0.716049383,0.783950617,0,0.444444444,0.703703704,2,0,8,0.6,33,0.576
18,columbia,2015,Brown,1,21,86,65,0,0.104938272,0.716049383,0.783950617,0,0.444444444,0.703703704,2,0,8,0.6,29,0.517
19,columbia,2015,Princeton,1,-12,62,74,0,0.104938272,0.716049383,0.783950617,0,0.444444444,0.703703704,2,0,8,0.6,30,0.7
20,columbia,2015,Pennsylvania,1,27,83,56,0,0.104938272,0.716049383,0.783950617,0,0.444444444,0.703703704,2,0,8,0.6,28,0.286
21,columbia,2015,Harvard,1,-4,68,72,0,0.104938272,0.716049383,0.783950617,0,0.444444444,0.703703704,2,0,8,0.6,32,0.844
22,columbia,2015,Dartmouth,1,-12,49,61,0,0.104938272,0.716049383,0.783950617,0,0.444444444,0.703703704,2,0,8,0.6,28,0.429
23,columbia,2015,Brown,1,17,76,59,0,0.104938272,0.716049383,0.783950617,0,0.444444444,0.703703704,2,0,8,0.6,29,0.517
24,columbia,2015,Yale,1,6,56,50,0,0.104938272,0.716049383,0.783950617,0,0.444444444,0.703703704,2,0,8,0.6,33,0.576
25,columbia,2015,Dartmouth,1,-13,71,84,0,0.104938272,0.716049383,0.783950617,0,0.444444444,0.703703704,2,0,8,0.6,28,0.429
26,columbia,2015,Harvard,1,-10,70,80,0,0.104938272,0.716049383,0.783950617,0,0.444444444,0.703703704,2,0,8,0.6,32,0.844
27,columbia,2015,Pennsylvania,1,-8,46,54,0,0.104938272,0.716049383,0.783950617,0,0.444444444,0.703703704,2,0,8,0.6,28,0.286
28,columbia,2015,Princeton,1,-2,83,85,0,0.104938272,0.716049383,0.783950617,0,0.444444444,0.703703704,2,0,8,0.6,30,0.7
1,cornell,2006,Saint Francis (PA),0,21,75,54,0,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,1,2,11,0.64,28,0.536
2,cornell,2006,Syracuse,0,-5,62,67,0,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,1,2,16,0.626,34,0.794
3,cornell,2006,Penn State,0,-12,54,66,0,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,1,1,11,0.64,30,0.233
4,cornell,2006,Colgate,0,13,69,56,1,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,1,12,8,0.6,28,0.429
5,cornell,2006,Hartford,0,-2,71,73,0,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,1,1,9,0.583,28,0.286
6,cornell,2006,Lafayette,0,-14,43,57,0,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,1,1,8,0.6,28,0.321
7,cornell,2006,Quinnipiac,0,-10,45,55,1,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,1,12,11,0.64,27,0.37
8,cornell,2006,Lehigh,0,4,57,53,1,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,1,12,8,0.6,29,0.483
9,cornell,2006,Bucknell,0,-44,39,83,0,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,1,1,8,0.6,33,0.697
10,cornell,2006,Army,0,35,74,39,1,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,1,12,8,0.6,27,0.111
11,cornell,2006,Long Beach State,0,-14,65,79,0,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,1,1,8,0.6,30,0.333
12,cornell,2006,Washington,0,-16,71,87,0,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,1,1,0,0,35,0.829
13,cornell,2006,Keuka,0,26,78,52,1,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,1,12,0,0,0,0
14,cornell,2006,Albany (NY),0,-9,59,68,0,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,1,1,9,0.583,28,0.464
15,cornell,2006,Pennsylvania,1,-40,44,84,0,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,2,1,8,0.6,29,0.69
16,cornell,2006,Princeton,1,8,57,49,0,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,2,1,8,0.6,28,0.536
17,cornell,2006,Columbia,1,-1,57,58,1,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,2,12,8,0.6,27,0.444
18,cornell,2006,Columbia,1,22,81,59,0,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,2,1,8,0.6,27,0.444
19,cornell,2006,Dartmouth,1,16,63,47,1,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,2,12,8,0.6,27,0.37
20,cornell,2006,Harvard,1,2,79,77,1,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,2,12,8,0.6,27,0.444
21,cornell,2006,Brown,1,4,63,59,0,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,2,1,8,0.6,28,0.429
22,cornell,2006,Yale,1,-9,65,74,0,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,2,1,8,0.6,27,0.407
23,cornell,2006,Princeton,1,-8,68,76,1,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,2,12,8,0.6,28,0.536
24,cornell,2006,Pennsylvania,1,-11,56,67,1,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,2,12,8,0.6,29,0.69
25,cornell,2006,Yale,1,4,68,64,1,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,2,12,8,0.6,27,0.407
26,cornell,2006,Brown,1,-5,64,69,1,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,2,12,8,0.6,28,0.429
27,cornell,2006,Harvard,1,27,71,44,0,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,2,1,8,0.6,27,0.444
28,cornell,2006,Dartmouth,1,4,64,60,0,0.099722992,0.282548476,0.71468144,0.698060942,0.465373961,0.71468144,2,1,8,0.6,27,0.37
1,cornell,2007,Northwestern,0,3,64,61,0,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,1,1,11,0.64,29,0.483
2,cornell,2007,Stony Brook,0,4,76,72,1,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,1,13,9,0.583,28,0.143
3,cornell,2007,Lehigh,0,-19,71,90,0,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,1,1,8,0.6,31,0.613
4,cornell,2007,Army,0,9,65,56,0,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,1,1,8,0.6,27,0.185
5,cornell,2007,Binghamton,0,-1,56,57,0,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,1,1,9,0.583,29,0.552
6,cornell,2007,Hartford,0,-2,61,63,1,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,1,13,9,0.583,28,0.464
7,cornell,2007,Virginia Military Institute,0,5,99,94,0,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,1,2,8,0.6,0,0
8,cornell,2007,William &amp; Mary,0,-5,68,73,0,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,1,2,12,0.642,0,0
9,cornell,2007,Bucknell,0,-4,66,70,1,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,1,13,8,0.6,32,0.844
10,cornell,2007,Albany (NY),0,-3,75,78,1,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,1,13,9,0.583,32,0.656
11,cornell,2007,Iowa,0,-15,50,65,0,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,1,1,11,0.64,34,0.735
12,cornell,2007,Colgate,0,11,64,53,0,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,1,1,8,0.6,29,0.345
13,cornell,2007,Ithaca,0,33,80,47,1,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,1,13,0,0,0,0
14,cornell,2007,NJIT,0,11,69,58,1,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,1,13,4,0.596,0,0
15,cornell,2007,Pennsylvania,1,-18,56,74,1,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,2,13,8,0.6,29,0.69
16,cornell,2007,Princeton,1,20,55,35,1,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,2,13,8,0.6,27,0.444
17,cornell,2007,Columbia,1,4,49,45,0,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,2,1,8,0.6,27,0.407
18,cornell,2007,Columbia,1,5,56,51,1,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,2,13,8,0.6,27,0.407
19,cornell,2007,Dartmouth,1,13,74,61,0,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,2,1,8,0.6,27,0.222
20,cornell,2007,Harvard,1,-1,64,65,0,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,2,1,8,0.6,27,0.481
21,cornell,2007,Brown,1,2,61,59,1,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,2,13,8,0.6,27,0.37
22,cornell,2007,Yale,1,1,60,59,1,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,2,13,8,0.6,29,0.517
23,cornell,2007,Princeton,1,7,57,50,0,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,2,1,8,0.6,27,0.444
24,cornell,2007,Pennsylvania,1,-12,71,83,0,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,2,1,8,0.6,29,0.69
25,cornell,2007,Yale,1,-13,55,68,0,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,2,1,8,0.6,29,0.517
26,cornell,2007,Brown,1,12,79,67,0,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,2,1,8,0.6,27,0.37
27,cornell,2007,Harvard,1,-6,79,85,1,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,2,13,8,0.6,27,0.481
28,cornell,2007,Dartmouth,1,23,76,53,1,0.1171875,0.2265625,0.734375,0.6015625,0.46875,0.671875,2,13,8,0.6,27,0.222
1,cornell,2008,Lehigh,0,4,87,83,1,0.095,0.27,0.74,0.605,0.455,0.735,1,13,8,0.6,31,0.387
2,cornell,2008,Ohio,0,-13,89,102,0,0.095,0.27,0.74,0.605,0.455,0.735,1,1,12,0.642,32,0.594
3,cornell,2008,Army,0,15,93,78,1,0.095,0.27,0.74,0.605,0.455,0.735,1,13,8,0.6,31,0.484
4,cornell,2008,Siena,0,6,83,77,1,0.095,0.27,0.74,0.605,0.455,0.735,1,13,10,0.597,32,0.625
5,cornell,2008,Binghamton,0,5,73,68,1,0.095,0.27,0.74,0.605,0.455,0.735,1,13,9,0.583,29,0.448
6,cornell,2008,Colgate,0,-3,73,76,1,0.095,0.27,0.74,0.605,0.455,0.735,1,13,8,0.6,29,0.345
7,cornell,2008,Bucknell,0,-13,75,88,0,0.095,0.27,0.74,0.605,0.455,0.735,1,1,8,0.6,31,0.71
8,cornell,2008,Syracuse,0,-16,64,80,0,0.095,0.27,0.74,0.605,0.455,0.735,1,1,16,0.626,35,0.686
9,cornell,2008,Stony Brook,0,16,66,50,0,0.095,0.27,0.74,0.605,0.455,0.735,1,1,9,0.583,29,0.31
10,cornell,2008,Quinnipiac,0,2,86,84,0,0.095,0.27,0.74,0.605,0.455,0.735,1,1,11,0.64,29,0.483
11,cornell,2008,Duke,0,-14,67,81,0,0.095,0.27,0.74,0.605,0.455,0.735,1,1,12,0.642,33,0.667
12,cornell,2008,Alvernia,0,45,91,46,1,0.095,0.27,0.74,0.605,0.455,0.735,1,13,0,0,0,0
13,cornell,2008,NJIT,0,31,64,33,0,0.095,0.27,0.74,0.605,0.455,0.735,1,1,4,0.596,0,0
14,cornell,2008,Columbia,1,6,70,64,1,0.095,0.27,0.74,0.605,0.455,0.735,2,13,8,0.6,28,0.571
15,cornell,2008,Columbia,1,18,72,54,0,0.095,0.27,0.74,0.605,0.455,0.735,2,1,8,0.6,28,0.571
16,cornell,2008,Brown,1,11,75,64,0,0.095,0.27,0.74,0.605,0.455,0.735,2,1,8,0.6,29,0.379
17,cornell,2008,Yale,1,21,66,45,0,0.095,0.27,0.74,0.605,0.455,0.735,2,1,8,0.6,27,0.519
18,cornell,2008,Princeton,1,11,72,61,1,0.095,0.27,0.74,0.605,0.455,0.735,2,13,8,0.6,28,0.393
19,cornell,2008,Pennsylvania,1,13,87,74,1,0.095,0.27,0.74,0.605,0.455,0.735,2,13,8,0.6,31,0.71
20,cornell,2008,Harvard,1,1,72,71,0,0.095,0.27,0.74,0.605,0.455,0.735,2,1,8,0.6,28,0.429
21,cornell,2008,Dartmouth,1,10,73,63,0,0.095,0.27,0.74,0.605,0.455,0.735,2,1,8,0.6,27,0.333
22,cornell,2008,Yale,1,20,85,65,1,0.095,0.27,0.74,0.605,0.455,0.735,2,13,8,0.6,27,0.519
23,cornell,2008,Brown,1,9,74,65,1,0.095,0.27,0.74,0.605,0.455,0.735,2,13,8,0.6,29,0.379
24,cornell,2008,Dartmouth,1,16,75,59,1,0.095,0.27,0.74,0.605,0.455,0.735,2,13,8,0.6,27,0.333
25,cornell,2008,Harvard,1,33,86,53,1,0.095,0.27,0.74,0.605,0.455,0.735,2,13,8,0.6,28,0.429
26,cornell,2008,Pennsylvania,1,2,94,92,0,0.095,0.27,0.74,0.605,0.455,0.735,2,1,8,0.6,31,0.71
27,cornell,2008,Princeton,1,7,71,64,0,0.095,0.27,0.74,0.605,0.455,0.735,2,1,8,0.6,28,0.393
28,cornell,2008,Stanford,0,-24,53,77,0,0.095,0.27,0.74,0.605,0.455,0.735,1,0,0,0,31,0.581
1,cornell,2009,South Dakota,0,10,79,69,1,0.095,0.48,0.69,0.405,0.5,0.75,1,13,0,0,0,0
2,cornell,2009,St. John's (NY),0,-11,75,86,0,0.095,0.48,0.69,0.405,0.5,0.75,1,2,16,0.626,30,0.367
3,cornell,2009,Loyola (MD),0,10,82,72,0,0.095,0.48,0.69,0.405,0.5,0.75,1,2,10,0.597,33,0.576
4,cornell,2009,Siena,0,-18,56,74,0,0.095,0.48,0.69,0.405,0.5,0.75,1,1,10,0.597,34,0.676
5,cornell,2009,Loyola (IL),0,25,78,53,0,0.095,0.48,0.69,0.405,0.5,0.75,1,2,10,0.597,31,0.387
6,cornell,2009,Eastern Michigan,0,13,67,54,0,0.095,0.48,0.69,0.405,0.5,0.75,1,2,12,0.642,31,0.452
7,cornell,2009,Indiana,0,-15,57,72,0,0.095,0.48,0.69,0.405,0.5,0.75,1,1,11,0.64,33,0.758
8,cornell,2009,Syracuse,0,-10,78,88,0,0.095,0.48,0.69,0.405,0.5,0.75,1,1,16,0.626,35,0.6
9,cornell,2009,Minnesota,0,-17,54,71,0,0.095,0.48,0.69,0.405,0.5,0.75,1,1,11,0.64,34,0.588
10,cornell,2009,La Salle,0,9,79,70,1,0.095,0.48,0.69,0.405,0.5,0.75,1,13,14,0.631,32,0.469
11,cornell,2009,Saint Joseph's,0,-4,67,71,0,0.095,0.48,0.69,0.405,0.5,0.75,1,2,14,0.631,34,0.618
12,cornell,2009,Boston University,0,30,89,59,1,0.095,0.48,0.69,0.405,0.5,0.75,1,13,9,0.583,31,0.452
13,cornell,2009,Quinnipiac,0,3,73,70,1,0.095,0.48,0.69,0.405,0.5,0.75,1,13,11,0.64,30,0.5
14,cornell,2009,Ursinus,0,54,99,45,1,0.095,0.48,0.69,0.405,0.5,0.75,1,13,0,0,0,0
15,cornell,2009,Bucknell,0,11,75,64,1,0.095,0.48,0.69,0.405,0.5,0.75,1,13,8,0.6,31,0.387
16,cornell,2009,Bryant,0,23,69,46,0,0.095,0.48,0.69,0.405,0.5,0.75,1,1,4,0.596,0,0
17,cornell,2009,Columbia,1,12,71,59,0,0.095,0.48,0.69,0.405,0.5,0.75,2,1,8,0.6,29,0.483
18,cornell,2009,Columbia,1,11,83,72,1,0.095,0.48,0.69,0.405,0.5,0.75,2,13,8,0.6,29,0.483
19,cornell,2009,Brown,1,32,90,58,1,0.095,0.48,0.69,0.405,0.5,0.75,2,13,8,0.6,29,0.655
20,cornell,2009,Yale,1,28,64,36,1,0.095,0.48,0.69,0.405,0.5,0.75,2,13,8,0.6,28,0.464
21,cornell,2009,Princeton,1,-20,41,61,0,0.095,0.48,0.69,0.405,0.5,0.75,2,1,8,0.6,29,0.207
22,cornell,2009,Pennsylvania,1,15,88,73,0,0.095,0.48,0.69,0.405,0.5,0.75,2,2,8,0.6,31,0.419
23,cornell,2009,Harvard,1,21,96,75,1,0.095,0.48,0.69,0.405,0.5,0.75,2,13,8,0.6,30,0.267
24,cornell,2009,Dartmouth,1,3,79,76,1,0.095,0.48,0.69,0.405,0.5,0.75,2,13,8,0.6,28,0.357
25,cornell,2009,Yale,1,-12,60,72,0,0.095,0.48,0.69,0.405,0.5,0.75,2,1,8,0.6,28,0.464
26,cornell,2009,Brown,1,40,85,45,0,0.095,0.48,0.69,0.405,0.5,0.75,2,1,8,0.6,29,0.655
27,cornell,2009,Dartmouth,1,18,75,57,0,0.095,0.48,0.69,0.405,0.5,0.75,2,1,8,0.6,28,0.357
28,cornell,2009,Harvard,1,-1,70,71,0,0.095,0.48,0.69,0.405,0.5,0.75,2,1,8,0.6,30,0.267
29,cornell,2009,Pennsylvania,1,25,83,58,1,0.095,0.48,0.69,0.405,0.5,0.75,2,13,8,0.6,31,0.419
30,cornell,2009,Princeton,1,9,60,51,1,0.095,0.48,0.69,0.405,0.5,0.75,2,13,8,0.6,29,0.207
31,cornell,2009,Missouri,0,-19,59,78,0,0.095,0.48,0.69,0.405,0.5,0.75,1,0,12,0.642,32,0.5
1,cornell,2010,Alabama,0,4,71,67,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,1,12,0.642,32,0.563
2,cornell,2010,Massachusetts,0,13,74,61,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,1,14,0.631,30,0.4
3,cornell,2010,Seton Hall,0,-10,79,89,1,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,12,16,0.626,32,0.531
4,cornell,2010,Syracuse,0,-15,73,88,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,2,16,0.626,38,0.737
5,cornell,2010,Toledo,0,18,78,60,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,3,12,0.642,32,0.219
6,cornell,2010,Vermont,0,8,67,59,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,3,9,0.583,33,0.727
7,cornell,2010,Drexel,0,7,61,54,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,1,12,0.642,29,0.517
8,cornell,2010,Bucknell,0,6,104,98,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,1,8,0.6,30,0.233
9,cornell,2010,Saint Joseph's,0,12,78,66,1,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,12,14,0.631,32,0.531
10,cornell,2010,Davidson,0,3,91,88,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,2,12,0.642,35,0.771
11,cornell,2010,St. John's (NY),0,5,71,66,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,2,16,0.626,34,0.471
12,cornell,2010,La Salle,0,3,78,75,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,1,14,0.631,31,0.581
13,cornell,2010,Penn State-Behrend,0,24,73,49,1,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,12,0,0,0,0
14,cornell,2010,Bryant,0,26,75,49,1,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,12,11,0.64,0,0
15,cornell,2010,Kansas,0,-5,66,71,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,1,12,0.642,35,0.771
16,cornell,2010,South Dakota,0,6,71,65,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,1,4,0.596,0,0
17,cornell,2010,Clarkson,0,45,82,37,1,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,12,0,0,0,0
18,cornell,2010,Columbia,1,21,74,53,1,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,2,12,8,0.6,28,0.429
19,cornell,2010,Columbia,1,26,77,51,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,2,1,8,0.6,28,0.429
20,cornell,2010,Dartmouth,1,34,71,37,1,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,2,12,8,0.6,28,0.321
21,cornell,2010,Harvard,1,36,86,50,1,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,2,12,8,0.6,28,0.5
22,cornell,2010,Yale,1,19,90,71,1,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,2,12,8,0.6,28,0.464
23,cornell,2010,Brown,1,14,74,60,1,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,2,12,8,0.6,28,0.321
24,cornell,2010,Pennsylvania,1,-15,64,79,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,2,3,8,0.6,28,0.357
25,cornell,2010,Princeton,1,3,48,45,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,2,1,8,0.6,27,0.481
26,cornell,2010,Harvard,1,9,79,70,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,2,1,8,0.6,28,0.5
27,cornell,2010,Dartmouth,1,18,88,70,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,2,1,8,0.6,28,0.321
28,cornell,2010,Princeton,1,3,50,47,1,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,2,12,8,0.6,27,0.481
29,cornell,2010,Pennsylvania,1,20,68,48,1,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,2,12,8,0.6,28,0.357
30,cornell,2010,Brown,1,19,95,76,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,2,1,8,0.6,28,0.321
31,cornell,2010,Yale,1,20,79,59,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,2,1,8,0.6,28,0.464
32,cornell,2010,Temple,0,13,78,65,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,0,14,0.631,34,0.647
33,cornell,2010,Wisconsin,0,18,87,69,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,0,11,0.64,33,0.606
34,cornell,2010,Kentucky,0,-17,45,62,0,0,0.586419753,0.654320988,0.364197531,0.444444444,0.734567901,1,2,12,0.642,36,0.611
1,cornell,2011,Albany (NY),0,4,65,61,0,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,1,1,9,0.583,32,0.219
2,cornell,2011,Seton Hall,0,-24,68,92,0,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,1,1,16,0.626,32,0.594
3,cornell,2011,Delaware,0,14,75,61,1,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,1,12,12,0.642,31,0.226
4,cornell,2011,St. Bonaventure,0,-2,54,56,1,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,1,12,14,0.631,31,0.484
5,cornell,2011,Lehigh,0,-3,57,60,0,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,1,1,8,0.6,33,0.667
6,cornell,2011,Boston University,0,-5,61,66,0,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,1,1,9,0.583,35,0.6
7,cornell,2011,Syracuse,0,-20,58,78,0,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,1,1,16,0.626,35,0.857
8,cornell,2011,Minnesota,0,-5,66,71,0,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,1,1,11,0.64,35,0.6
9,cornell,2011,Binghamton,0,-1,68,69,0,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,1,1,9,0.583,31,0.419
10,cornell,2011,Bucknell,0,-11,64,75,1,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,1,12,8,0.6,31,0.452
11,cornell,2011,New Hampshire,0,-2,66,68,0,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,1,2,9,0.583,30,0.433
12,cornell,2011,Wofford,0,6,86,80,0,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,1,2,12,0.642,35,0.743
13,cornell,2011,Buffalo,0,-12,66,78,1,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,1,12,12,0.642,30,0.6
14,cornell,2011,Stony Brook,0,8,60,52,1,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,1,12,9,0.583,32,0.688
15,cornell,2011,Columbia,1,-4,75,79,0,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,2,1,8,0.6,28,0.393
16,cornell,2011,Columbia,1,-4,66,70,1,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,2,12,8,0.6,28,0.393
17,cornell,2011,Dartmouth,1,-7,57,64,0,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,2,1,8,0.6,28,0.179
18,cornell,2011,Harvard,1,-21,57,78,0,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,2,1,8,0.6,29,0.724
19,cornell,2011,Yale,1,-1,70,71,0,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,2,1,8,0.6,31,0.387
20,cornell,2011,Brown,1,12,91,79,0,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,2,1,8,0.6,31,0.355
21,cornell,2011,Pennsylvania,1,11,82,71,1,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,2,12,8,0.6,28,0.214
22,cornell,2011,Princeton,1,-2,55,57,1,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,2,12,8,0.6,31,0.71
23,cornell,2011,Harvard,1,-13,60,73,1,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,2,12,8,0.6,29,0.724
24,cornell,2011,Dartmouth,1,20,96,76,1,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,2,12,8,0.6,28,0.179
25,cornell,2011,Princeton,1,-18,66,84,0,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,2,1,8,0.6,31,0.71
26,cornell,2011,Pennsylvania,1,2,74,72,0,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,2,1,8,0.6,28,0.214
27,cornell,2011,Brown,1,9,75,66,1,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,2,12,8,0.6,31,0.355
28,cornell,2011,Yale,1,13,68,55,1,0,0.580498866,0.684807256,0.253968254,0.489795918,0.725623583,2,12,8,0.6,31,0.387
1,cornell,2012,St. Bonaventure,0,-21,58,79,0,0,0.54,0.715,0,0.495,0.74,1,1,14,0.631,31,0.516
2,cornell,2012,Binghamton,0,15,76,61,1,0,0.54,0.715,0,0.495,0.74,1,13,9,0.583,31,0.258
3,cornell,2012,Buffalo,0,-9,59,68,0,0,0.54,0.715,0,0.495,0.74,1,1,12,0.642,34,0.588
4,cornell,2012,Boston University,0,5,71,66,1,0,0.54,0.715,0,0.495,0.74,1,13,9,0.583,35,0.6
5,cornell,2012,Delaware,0,-8,64,72,0,0,0.54,0.715,0,0.495,0.74,1,1,12,0.642,31,0.452
6,cornell,2012,American,0,-2,63,65,1,0,0.54,0.715,0,0.495,0.74,1,13,8,0.6,31,0.71
7,cornell,2012,Lehigh,0,2,81,79,1,0,0.54,0.715,0,0.495,0.74,1,13,8,0.6,31,0.516
